cas_number,chemical_name,expected_group,pubchem_cid,pubchem_groups,status
547-58-0,"4-DIMETHYLAMINOAZOBENZENE-4-SULFONIC ACID, SODIUM SALT","Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Acidic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",23673835,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Salts, Acidic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,"Reducing Agents, Strong;Salts, Acidic",443297,"Reducing Agents, Strong;Salts, Acidic",MATCH
548-62-9,HEXAMETHYL-P-ROSANILINE CHLORIDE,"Amines, Aromatic;Conjugated Dienes;Quaternary Ammonium and Phosphonium Salts;Salts, Acidic",11057,"Amines, Aromatic;Conjugated Dienes;Quaternary Ammonium and Phosphonium Salts;Salts, Acidic",MATCH
54827-17-7,"3,3&#39;,5,5&#39;-TETRAMETHYLBENZIDINE","Amines, Aromatic",41206,"Amines, Aromatic",MATCH
54849-38-6,METHYLTIN-TRIS(ISOOCTYLMERCAPTOACETATE),"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Organometallics;Sulfides, Inorganic",22833337,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Organometallics;Sulfides, Inorganic",MATCH
5493-45-8,"1,2-CYCLOHEXANEDICARBOXYLIC ACID, BIS(OXIRANYLMETHYL)-","Epoxides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Polymerizable Compounds",21660,"Epoxides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Polymerizable Compounds",MATCH
55-18-5,N-NITROSODIETHYLAMINE,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",5921,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
55-21-0,BENZAMIDE,Amides and Imides,2331,Amides and Imides,MATCH
55-31-2,EPINEPHRINE HYDROCHLORIDE,"Alcohols and Polyols;Phenols and Cresols;Salts, Acidic",441411,"Alcohols and Polyols;Phenols and Cresols;Salts, Acidic",MATCH
55-38-9,FENTHION,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic",3346,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfides, Organic",MATCH
55-55-0,P-METHYLAMINOPHENOL SULFATE,"Phenols and Cresols;Salts, Acidic",5930,"Phenols and Cresols;Salts, Acidic",MATCH
55-63-0,GLYCERYL TRINITRATE SOLUTION,"Alcohols and Polyols;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",4510,"Alcohols and Polyols;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
55-68-5,PHENYLMERCURIC NITRATE,Organometallics,16682924,Organometallics,MATCH
55-86-7,NITROGEN MUSTARD HYDROCHLORIDE,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds",5935,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds",MATCH
55-98-1,MYLERAN,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfonates, Phosphonates, and Thiophosphonates, Organic",2478,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
551-06-4,ALPHA-NAPHTHYLISOTHIOCYANATE,Isocyanates and Isothiocyanates,11080,Isocyanates and Isothiocyanates,MATCH
552-16-9,O-NITROBENZOIC ACID,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",11087,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
552-30-7,TRIMELLITIC ANHYDRIDE,"Acids, Carboxylic;Acids, Weak;Anhydrides",11089,"Acids, Carboxylic;Acids, Weak;Anhydrides",MATCH
552-45-4,O-METHYLBENZYL CHLORIDE,Halogenated Organic Compounds,11093,Halogenated Organic Compounds,MATCH
55285-14-8,CARBOSULFAN,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,41384,Thiocarbamate Esters and Salts/Dithiocarbamate Esters and Salts,MATCH
55290-64-7,DIMETHIPIN,"Hydrocarbons, Aliphatic Unsaturated;Sulfonates, Phosphonates, and Thiophosphonates, Organic",41385,"Hydrocarbons, Aliphatic Unsaturated;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
553-69-5,FENYRAMIDOL,"Alcohols and Polyols;Amines, Phosphines, and Pyridines",9470,"Alcohols and Polyols;Amines, Phosphines, and Pyridines",MATCH
5536-17-4,VIDARABINE,"Alcohols and Polyols;Amines, Phosphines, and Pyridines",21704,"Alcohols and Polyols;Amines, Phosphines, and Pyridines",MATCH
554-00-7,"2,4-DICHLOROANILINE","Amines, Aromatic;Aryl Halides",11123,"Amines, Aromatic;Aryl Halides",MATCH
554-10-9,"3-IODO-1,2-PROPANEDIOL",Alcohols and Polyols;Halogenated Organic Compounds,92127,Alcohols and Polyols;Halogenated Organic Compounds,MATCH
554-13-2,LITHIUM CARBONATE,Carbonate Salts,11125,Carbonate Salts,MATCH
554-84-7,M-NITROPHENOL,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",11137,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",MATCH
55406-53-6,3-IODO-2-PROPYNYL BUTYLCARBAMATE,"Alkynes, with No Acetylenic Hydrogen;Carbamates;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",62097,"Alkynes, with No Acetylenic Hydrogen;Carbamates;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
555-30-6,METHYL DOPA,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Phenols and Cresols",38853,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Phenols and Cresols",MATCH
555-48-6,2-AMINOACETANILIDE,"Amides and Imides;Amines, Phosphines, and Pyridines",208384,"Amides and Imides;Amines, Phosphines, and Pyridines",MATCH
555-54-4,MAGNESIUM DIPHENYL,"Metal Hydrides, Metal Alkyls, Metal Aryls, and Silanes",11150,"Metal Hydrides, Metal Alkyls, Metal Aryls, and Silanes",MATCH
555-77-1,TRIS(2-CHLOROETHYL)AMINE,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds",5561,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds",MATCH
55510-04-8,DINITROGLYCOLURIL &lt;OR&gt; DINGU,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",62101,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
55566-30-8,TETRAKIS(HYDROXYMETHYL)PHOSPHONIUM SULFATE SOLUTION,Quaternary Ammonium and Phosphonium Salts,41478,Quaternary Ammonium and Phosphonium Salts,MATCH
556-08-1,P-ACETAMIDOBENZOIC ACID,"Acids, Carboxylic;Amides and Imides",19266,"Acids, Carboxylic;Amides and Imides",MATCH
556-24-1,METHYL ISOVALERATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",11160,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
556-56-9,ALLYL IODIDE,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",11166,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER","Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions",86287517,"Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions",MATCH
556-89-8,NITROUREA,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",62372,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
557-05-1,ZINC STEARATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic",11178,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Acidic",MATCH
557-11-9,ALLYL UREA,"Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",11181,"Amides and Imides;Hydrocarbons, Aliphatic Unsaturated",MATCH
557-19-7,NICKEL CYANIDE,"Bases, Weak;Cyanides, Inorganic",6093189,"Bases, Weak;Cyanides, Inorganic",MATCH
557-21-1,ZINC CYANIDE,"Cyanides, Inorganic",,,ERROR
557-31-3,ALLYL ETHYL ETHER,"Ethers;Hydrocarbons, Aliphatic Unsaturated",11191,"Ethers;Hydrocarbons, Aliphatic Unsaturated",MATCH
557-40-4,DIALLYL ETHER,"Ethers;Hydrocarbons, Aliphatic Unsaturated",11194,"Ethers;Hydrocarbons, Aliphatic Unsaturated",MATCH
557-41-5,ZINC FORMATE,"Salts, Basic",11195,"Salts, Basic",MATCH
557-61-9,1-OCTACOSANOL,Alcohols and Polyols,68406,Alcohols and Polyols,MATCH
55794-20-2,"ETHYL-3,3-DI-(TERT-BUTYLPEROXY)BUTYRATE, [TECHNICALLY PURE]","Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",108769,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic",MATCH
558-13-4,CARBON TETRABROMIDE,Halogenated Organic Compounds,11205,Halogenated Organic Compounds,MATCH
5593-70-4,TETRABUTYL TITANATE,"Bases, Strong",21801,"Bases, Strong",MATCH
5598-13-0,CHLORPYRIFOS METHYL,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",21803,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
56-04-2,METHYLTHIOURACIL,"Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",667493,"Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",MATCH
56-18-8,"3,3&#39;-IMINODIPROPYLAMINE","Amines, Phosphines, and Pyridines",5942,"Amines, Phosphines, and Pyridines",MATCH
56-25-7,CANTHARIDIN,Anhydrides,5944,Anhydrides,MATCH
56-35-9,BIS(TRIBUTYLTIN) OXIDE,Organometallics,16682746,Organometallics,MATCH
56-38-2,PARATHION,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",991,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
56-40-6,GLYCINE,"Salts, Acidic",750,"Salts, Acidic",MATCH
56-49-5,3-METHYLCHOLANTHRENE,"Hydrocarbons, Aromatic",1674,"Hydrocarbons, Aromatic",MATCH
56-53-1,DIETHYLSTILBESTROL,"Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",448537,"Hydrocarbons, Aliphatic Unsaturated;Phenols and Cresols",MATCH
56-54-2,QUINIDINE,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",441074,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",MATCH
56-55-3,BENZ[A]ANTHRACENE,"Hydrocarbons, Aromatic",5954,"Hydrocarbons, Aromatic",MATCH
56-57-5,4-NITROQUINOLINE-1-OXIDE,"Hydrocarbons, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Oxidizing Agents, Weak",5955,"Hydrocarbons, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Oxidizing Agents, Weak",MATCH
56-72-4,COUMAPHOS,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",2871,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
56-81-5,GLYCERINE,Alcohols and Polyols,753,Alcohols and Polyols,MATCH
56-93-9,BENZYLTRIMETHYLAMMONIUM CHLORIDE,Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,5963,Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts,MATCH
562-10-7,DOXYLAMINE SUCCINATE,"Acids, Carboxylic;Acids, Weak;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",11224,"Acids, Carboxylic;Acids, Weak;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers",MATCH
563-04-2,TRI-M-CRESYL PHOSPHATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic",11232,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic",MATCH
563-12-2,ETHION,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",3286,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
563-63-3,SILVER ACETATE,"Salts, Basic",11246,"Salts, Basic",MATCH
563-68-8,THALLIUM ACETATE,"Salts, Basic",11247,"Salts, Basic",MATCH
5634-39-9,IODINATED GLYCEROL,Alcohols and Polyols;Halogenated Organic Compounds,21852,Alcohols and Polyols;Halogenated Organic Compounds,MATCH
56803-37-3,TERT-BUTYLPHENYL DIPHENYL PHOSPHATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic",158333,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aromatic",MATCH
569-57-3,CHLOROTRIANISENE,"Ethers;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",11289,"Ethers;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated",MATCH
569-61-9,PARAROSANILINE HYDROCHLORIDE,"Amines, Aromatic;Conjugated Dienes;Salts, Acidic",11292,"Amines, Aromatic;Conjugated Dienes;Salts, Acidic",MATCH
569-64-2,C.I. BASIC GREEN 4,"Amines, Phosphines, and Pyridines;Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts",11294,"Amines, Phosphines, and Pyridines;Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts",MATCH
57-11-4,STEARIC ACID,"Acids, Carboxylic",5281,"Acids, Carboxylic",MATCH
57-12-5,"CYANIDE SOLUTION, N.O.S.","Cyanides, Inorganic;Water and Aqueous Solutions",5975,"Cyanides, Inorganic;Water and Aqueous Solutions",MATCH
57-13-6,UREA,Amides and Imides,1176,"Amides and Imides;Bases, Weak;Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic",MATCH
57-22-7,VINCRISTINE,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",5978,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters",MATCH
57-24-9,STRYCHNINE,"Amides and Imides;Amines, Phosphines, and Pyridines;Ethers",441071,"Amides and Imides;Amines, Phosphines, and Pyridines;Ethers",MATCH
57-30-7,SODIUM PHENOBARBITAL,"Amides and Imides;Salts, Basic",23674889,"Amides and Imides;Salts, Basic",MATCH
57-33-0,PENTOBARBITAL SODIUM,"Amides and Imides;Salts, Basic",23676152,"Amides and Imides;Salts, Basic",MATCH
57-41-0,PHENYTOIN,Amides and Imides,1775,Amides and Imides,MATCH
57-43-2,AMOBARBITAL,"Amides and Imides;Amines, Phosphines, and Pyridines",2164,"Amides and Imides;Amines, Phosphines, and Pyridines",MATCH
57-47-6,PHYSOSTIGMINE,"Amines, Phosphines, and Pyridines;Carbamates",5983,"Amines, Phosphines, and Pyridines;Carbamates",MATCH
57-50-1,SUCROSE,Alcohols and Polyols,5988,Alcohols and Polyols,MATCH
57-53-4,MEPROBAMATE,Carbamates,4064,Carbamates,MATCH
57-55-6,PROPYLENE GLYCOL,Alcohols and Polyols,1030,Alcohols and Polyols,MATCH
57-63-6,ETHINYLESTRADIOL,"Alcohols and Polyols;Alkynes, with Acetylenic Hydrogen;Hydrocarbons, Aliphatic Unsaturated",5991,"Alcohols and Polyols;Alkynes, with Acetylenic Hydrogen;Hydrocarbons, Aliphatic Unsaturated",MATCH
57-64-7,"PHYSOSTIGMINE, [SALICYLATE (1:1)]","Amines, Phosphines, and Pyridines;Carbamates;Phenols and Cresols;Salts, Acidic",657348,"Amines, Phosphines, and Pyridines;Carbamates;Phenols and Cresols;Salts, Acidic",MATCH
57-66-9,PROBENECID,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Sulfonates, Phosphonates, and Thiophosphonates, Organic",4911,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
57-68-1,SULFAMETHAZINE,"Amides and Imides;Amines, Phosphines, and Pyridines",5327,"Amides and Imides;Amines, Phosphines, and Pyridines",MATCH
57-71-6,"2-OXIME 2,3-BUTANEDIONE",Ketones;Oximes,6409633,Ketones;Oximes,MATCH
57-83-0,PROGESTERONE,"Hydrocarbons, Aliphatic Unsaturated;Ketones",5994,"Hydrocarbons, Aliphatic Unsaturated;Ketones",MATCH
57-85-2,TESTOSTERONE PROPIONATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Ketones",5995,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Ketones",MATCH
57-97-6,"7,12-DIMETHYLBENZ[A]ANTHRACENE","Hydrocarbons, Aromatic",6001,"Hydrocarbons, Aromatic",MATCH
570-24-1,2-METHYL-6-NITROANILINE,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",11298,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN",Aryl Halides;Ethers,42128,Aryl Halides;Ethers,MATCH
5716-15-4,"MALEIC HYDRAZIDE, DIETHANOLAMINE SALT","Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds",21953,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds",MATCH
57166-92-4,METHYLENEDIAMINE DIHYDROCHLORIDE,"Salts, Acidic",171572,"Salts, Acidic",MATCH
57213-69-1,TRICLOPYR TRIETHYLAMMONIUM SALT,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Aryl Halides;Ethers",42163,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Aryl Halides;Ethers",MATCH
573-56-8,"2,6-DINITROPHENOL","Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",11312,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols",MATCH
575-43-9,"1,6-DIMETHYLNAPHTHALENE","Hydrocarbons, Aromatic",11328,"Hydrocarbons, Aromatic",MATCH
576-24-9,"2,3-DICHLOROPHENOL",Aryl Halides;Phenols and Cresols,11334,Aryl Halides;Phenols and Cresols,MATCH
576-26-1,"2,6-DIMETHYLPHENOL",Phenols and Cresols,11335,Phenols and Cresols,MATCH
57607-37-1,"OCTOLITE, [DRY OR WET WITH &lt; 15% WATER]","Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions",62133,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Water and Aqueous Solutions",MATCH
57608-40-9,AMMONIUM NITRATE-PHOSPHATE MIXTURE,"Nitrate and Nitrite Compounds, Inorganic;Salts, Acidic",19890334,,NO_PUBCHEM_DATA
57653-85-7,"1,2,3,6,7,8-HEXACHLORODIBENZO-P-DIOXIN",Aryl Halides;Ethers,42540,Aryl Halides;Ethers,MATCH
577-11-7,DIOCTYL SODIUM SULFOSUCCINATE,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",23673837,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
577-59-3,O-NITROACETOPHENONE,"Ketones;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",11346,"Ketones;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
57716-89-9,4-O-METHYL-12-O-TETRADECANOYLPHORBOL-13-ACETATE,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated",72292,"Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated",MATCH
578-46-1,5-METHYL-2-NITROANILINE,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",11356,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic",MATCH
578-54-1,2-ETHYLANILINE,"Amines, Aromatic",11357,"Amines, Aromatic",MATCH
578-94-9,DIPHENYLAMINE CHLOROARSINE,"Amines, Aromatic;Organometallics",11362,"Amines, Aromatic;Organometallics",MATCH
57856-11-8,QL,"Amines, Phosphines, and Pyridines;Sulfonates, Phosphonates, and Thiophosphonates, Organic",170325,"Amines, Phosphines, and Pyridines;Sulfonates, Phosphonates, and Thiophosphonates, Organic",MATCH
58-08-2,CAFFEINE,"Amides and Imides;Amines, Phosphines, and Pyridines",2519,"Amides and Imides;Amines, Phosphines, and Pyridines",MATCH
58-14-0,PYRIMETHAMINE,"Amines, Phosphines, and Pyridines;Aryl Halides",4993,"Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
58-15-1,4-DIMETHYLAMINOANTIPYRINE,"Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",6009,"Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated",MATCH
58-33-3,PROMETHAZINE HYDROCHLORIDE,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Salts, Acidic;Sulfides, Organic",6014,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic;Salts, Acidic;Sulfides, Organic",MATCH
58-36-6,"PHENOXARSINE, 10,10&#39;-OXYDI-",Ethers;Organometallics,6017,Ethers;Organometallics,MATCH
58-54-8,ETHACRYNIC ACID,"Acids, Carboxylic;Aryl Halides;Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic",3278,"Acids, Carboxylic;Aryl Halides;Hydrocarbons, Aliphatic Unsaturated;Hydrocarbons, Aromatic",MATCH
58-55-9,THEOPHYLLINE,"Amides and Imides;Amines, Phosphines, and Pyridines",2153,"Amides and Imides;Amines, Phosphines, and Pyridines",MATCH
58-58-2,PUROMYCIN DIHYDROCHLORIDE,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Ethers;Salts, Acidic",443311,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Ethers;Salts, Acidic",MATCH
58-89-9,LINDANE,Halogenated Organic Compounds,727,Halogenated Organic Compounds,MATCH
58-90-2,"2,3,4,6-TETRACHLOROPHENOL","Acids, Weak;Aryl Halides;Phenols and Cresols",6028,"Acids, Weak;Aryl Halides;Phenols and Cresols",MATCH
58-93-5,HYDROCHLOROTHIAZIDE,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",3639,"Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides",MATCH
