CAS_Number,Chemical_Name,Reactive_Group_IDs,Reactive_Groups
4097-22-7,"2&#39;,3&#39;-DIDEOXYADENOSINE",8;14;28,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Ethers"
4104-14-7,PHOSACETIM,14;16;27,"Amines, Phosphines, and Pyridines;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
41122-70-7,4-N-HEXYL-4&#39;-CYANOBIPHENYL,45,Nitriles
41198-08-7,PROFENOFOS,16;27,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
4128-73-8,"4,4&#39;-DIISOCYANATODIPHENYL ETHER",28;37,Ethers;Isocyanates and Isothiocyanates
41587-36-4,CHLORONITROANILINES,14;31;46,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
41766-75-0,"3,3&#39;-DIMETHYLBENZIDINE DIHYDROFLUORIDE",29;60,"Fluoride Salts, Soluble;Salts, Acidic"
4196-86-5,"2,2-BIS((BENZOYLOXY)METHYL)DIBENZOATE-1,3-PROPANEDIOL",27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
4196-87-6,"2-((BENZOYLOXY)METHYL)-2-METHYLDIBENZOATE-1,3-PROPANEDIOL",27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
4198-19-0,C.I. DIRECT BLUE 10,17;55;61;66,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
420-04-2,CYANAMIDE,14;45;56,"Amines, Phosphines, and Pyridines;Nitriles;Polymerizable Compounds"
42135-22-8,3-NITRO-9-FLUORENONE,38;46,"Ketones;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
42195-92-6,"2,3-DIMETHYLCYCLOHEXYL AMINE",14,"Amines, Phosphines, and Pyridines"
422-44-6,"1,2-DICHLORO-1,1,2,3,3-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds
422-48-0,"2,3-DICHLORO-1,1,1,2,3-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds
422-56-0,"3,3-DICHLORO-1,1,1,2,2-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds
42296-74-2,HEXADIENE,23,Conjugated Dienes
4252-78-2,"2,2&#39;,4&#39;-TRICHLOROACETOPHENONE",16;31;38,Aryl Halides;Halogenated Organic Compounds;Ketones
42615-29-2,PHENYLSULPHONIC ACID,4,"Acids, Strong Oxidizing"
428-59-1,HEXAFLUOROPROPYLENE OXIDE,26;30;56,Epoxides;Fluorinated Organic Compounds;Polymerizable Compounds
42874-03-3,OXYFLUORFEN,16;28;30;46,"Aryl Halides;Ethers;Fluorinated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4300-97-4,CHLOROPIVALOYL CHLORIDE,7;31,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenated Organic Compounds"
4301-50-2,FLUENETIL,27;31,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds"
431-86-7,"1,2-DICHLORO-1,1,3,3,3-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds
43121-43-3,TRIADIMEFON,14;16;17;38,"Amines, Phosphines, and Pyridines;Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Ketones"
43133-95-5,METHYL PENTANE,33,"Hydrocarbons, Aliphatic Saturated"
4316-42-1,"N,N-BUTYL IMIDAZOLE",14,"Amines, Phosphines, and Pyridines"
4320-30-3,L-ARGINYL-L-GLUTAMATE,12;60,"Amides and Imides;Salts, Acidic"
4337-65-9,MONO(2-ETHYLHEXYL) ADIPATE,2;27,"Acids, Carboxylic;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
434-07-1,OXYMETHOLONE,8;34;38,"Alcohols and Polyols;Hydrocarbons, Aliphatic Unsaturated;Ketones"
434-13-9,LITHOCHOLIC ACID,2;8,"Acids, Carboxylic;Alcohols and Polyols"
4342-03-4,DACARBAZINE,12;14;17;34,"Amides and Imides;Amines, Phosphines, and Pyridines;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Hydrocarbons, Aliphatic Unsaturated"
4345-03-3,D-ALPHA-TOCOPHERYL ACID SUCCINATE,2;5;27,"Acids, Carboxylic;Acids, Weak;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
4350-09-8,L-5-HYDROXYTRYPTOPHAN,55;60,"Phenols and Cresols;Salts, Acidic"
4376-20-9,MONO(2-ETHYLHEXYL)PHTHALATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
438-41-5,CHLORDIAZEPOXIDE HYDROCHLORIDE,14;16;51;60,"Amines, Phosphines, and Pyridines;Aryl Halides;Oxidizing Agents, Weak;Salts, Acidic"
439-14-5,DIAZEPAM,14;16;38,"Amines, Phosphines, and Pyridines;Aryl Halides;Ketones"
4396-27-4,NONAMETHYLENEIMINE,14,"Amines, Phosphines, and Pyridines"
4403-61-6,2-METHYL-2-BUTENENITRILE,34;45,"Hydrocarbons, Aliphatic Unsaturated;Nitriles"
4403-90-1,D &amp; C GREEN 5,2;14;38;60,"Acids, Carboxylic;Amines, Phosphines, and Pyridines;Ketones;Salts, Acidic"
4405-13-4,GLYOXAL TRIMERIC DIHYDRATE,8;28,Alcohols and Polyols;Ethers
4418-26-2,SODIUM DEHYDROACETATE,27;54,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenolic Salts"
4418-66-0,"PHENOL, 2,2&#39;-THIOBIS-4-CHLORO-6-METHYL-",16;55;64,"Aryl Halides;Phenols and Cresols;Sulfides, Organic"
4419-11-8,"2,2&#39;-AZODI-(2,4-DIMETHYLVALERONITRILE)",17;45,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Nitriles"
4421-50-5,4-[BENZYL(METHYL)AMINO]-3-ETHOXYBENZENEDIAZONIUM ZINC CHLORIDE,13;17;25;28;60,"Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Diazonium Salts;Ethers;Salts, Acidic"
4424-06-0,C.I. PIGMENT ORANGE 43,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
443-48-1,METRONIDAZOLE,8;14;46,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4435-53-4,BUTOXYL,27;28,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
4444-68-2,DIETHYLBUTYLAMINE,14,"Amines, Phosphines, and Pyridines"
446-86-6,AZATHIOPRINE,14;46;64,"Amines, Phosphines, and Pyridines;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfides, Organic"
4460-86-0,"2,4,5-TRIMETHOXYBENZALDEHYDE",9;28,Aldehydes;Ethers
4475-95-0,2-AMINO-2-METHYL-BUTANE NITRILE,14;45,"Amines, Phosphines, and Pyridines;Nitriles"
4507-98-6,"DI-(3,5,5-TRIMETHYL-1,2-DIOXOLANYL-3)PEROXIDE",1;53,"Acetals, Ketals, Hemiacetals, and Hemiketals;Peroxides, Organic"
4547-70-0,"BENZENE-1,3-DISULFONYL HYDRAZIDE",17;66,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
4548-53-2,PONCEAU SX,17;47;55,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Non-Redox-Active Inorganic Compounds;Phenols and Cresols"
4549-40-0,N-NITROSOMETHYLVINYLAMINE,17;34;46,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Hydrocarbons, Aliphatic Unsaturated;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4553-62-2,"D,L-2-METHYLGLUTARONITRILE",45,Nitriles
4568-28-9,TRIETHANOLAMINE STEARATE,8;61,"Alcohols and Polyols;Salts, Basic"
458-37-7,CURCUMIN,28;34;38;55,"Ethers;Hydrocarbons, Aliphatic Unsaturated;Ketones;Phenols and Cresols"
4584-49-0,"2-CHLORO-N,N-DIMETHYL-1-PROPANAMINE HYDROCHLORIDE",14;31,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds"
460-35-5,"3-CHLORO-1,1,1-TRIFLUOROPROPANE",30,Fluorinated Organic Compounds
463-04-7,AMYL NITRITE,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
463-40-1,LINOLENIC ACID,2;5;34,"Acids, Carboxylic;Acids, Weak;Hydrocarbons, Aliphatic Unsaturated"
463-71-8,THIOPHOSGENE,31;63,"Halogenated Organic Compounds;Sulfides, Inorganic"
4635-87-4,"3-PENTENENITRILE, [LIQUID]",34;45,"Hydrocarbons, Aliphatic Unsaturated;Nitriles"
4637-56-3,4-QUINOLINAMINE-N-HYDROXY-1-OXIDE,14;51,"Amines, Phosphines, and Pyridines;Oxidizing Agents, Weak"
464-10-8,BROMOPICRIN,31;46,"Halogenated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
464-48-2,L-CAMPHOR,38,Ketones
464-49-3,D-CAMPHOR,38,Ketones
465-73-6,ISODRIN,31;34,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
4655-34-9,ISOPROPYL METHACRYLATE,6;56,Acrylates and Acrylic Acids;Polymerizable Compounds
4680-78-8,C.I. ACID GREEN 3,14;23;57;66,"Amines, Phosphines, and Pyridines;Conjugated Dienes;Quaternary Ammonium and Phosphonium Salts;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
469-21-6,DOXYLAMINE,14;28,"Amines, Phosphines, and Pyridines;Ethers"
470-82-6,"1,8-CINEOL",28,Ethers
470-90-6,CHLORFENVINFOS,16;27;34,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
471-34-1,CALCIUM CARBONATE,21,Carbonate Salts
4719-04-4,"HEXAHYDRO-1,3,5-TRIS(HYDROXYETHYL)-5-TRIAZINE",8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines"
4726-14-1,NITRALIN,13;46;66,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
473-55-2,PINANE,33,"Hydrocarbons, Aliphatic Saturated"
4732-14-3,TRINITROPHENETOLE,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4759-48-2,CIS-RETINOIC ACID,2;34,"Acids, Carboxylic;Hydrocarbons, Aliphatic Unsaturated"
476-66-4,ELLAGIC ACID,27;55,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
478-43-3,RHEIN,2;38;55,"Acids, Carboxylic;Ketones;Phenols and Cresols"
479-45-8,TETRYL,46,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4795-29-3,TETRAHYDROFURFURYLAMINE,14,"Amines, Phosphines, and Pyridines"
480-22-8,"1,8,9-TRIHYDROXYANTHRACENE",55,Phenols and Cresols
480-81-9,SENECIPHYLLINE,8;14;27;34,"Alcohols and Polyols;Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
4801-39-2,2-AMINOACETANILIDE HYDROCHLORIDE,12;60,"Amides and Imides;Salts, Acidic"
4802-20-4,D-LIMONENE DIMERCAPTAN,64,"Sulfides, Organic"
481-74-3,CHRYSOPHANIC ACID,38;55,Ketones;Phenols and Cresols
4813-58-5,ETHOXYLATED TETRADECANOL,8;28,Alcohols and Polyols;Ethers
482-89-3,C.I. VAT BLUE 1,14;38,"Amines, Phosphines, and Pyridines;Ketones"
4823-47-6,2-BROMOETHYL ACRYLATE,6;31;56,Acrylates and Acrylic Acids;Halogenated Organic Compounds;Polymerizable Compounds
4825-86-9,OCHRATOXIN B,2;12;27;55,"Acids, Carboxylic;Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Phenols and Cresols"
483-65-8,RETENE,33;35,"Hydrocarbons, Aliphatic Saturated;Hydrocarbons, Aromatic"
484-20-8,5-METHOXYPSORALEN,27;28,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
485-47-2,NINHYDRIN,1;8;38,"Acetals, Ketals, Hemiacetals, and Hemiketals;Alcohols and Polyols;Ketones"
4861-85-2,ISOPROPYL PHENYLACETATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
488-41-5,DIBROMOMANNITOL,8;31,Alcohols and Polyols;Halogenated Organic Compounds
489-98-5,"2,4,6-TRINITROANILINE",13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
4901-51-3,"2,3,4,5-TETRACHLOROPHENOL",5;16;55,"Acids, Weak;Aryl Halides;Phenols and Cresols"
4904-61-4,"1,5,9-CYCLODODECATRIENE",34;56,"Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds"
492-80-8,C.I. SOLVENT YELLOW 34,14,"Amines, Phosphines, and Pyridines"
4938-72-1,"ISOBUTYL 2,4,5-TRICHLOROPHENOXYACETATE",16;27;28,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
494-03-1,CHLORNAPHAZINE,14;31,"Amines, Phosphines, and Pyridines;Halogenated Organic Compounds"
495-18-1,N-HYDROXYBENZAMIDE,8;12,Alcohols and Polyols;Amides and Imides
495-48-7,AZOXYBENZENE,17;35;51,"Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Hydrocarbons, Aromatic;Oxidizing Agents, Weak"
496-72-0,"3,4-DIAMINOTOLUENE",13,"Amines, Aromatic"
497-04-1,"2-CHLORO-1,3-PROPANEDIOL",8;31,Alcohols and Polyols;Halogenated Organic Compounds
498-21-5,METHYL SUCCINIC ACID,2,"Acids, Carboxylic"
4985-85-7,AMINOPROPYLDIETHANOLAMINE,8;14,"Alcohols and Polyols;Amines, Phosphines, and Pyridines"
50-00-0,FORMALDEHYDE,9;56;68,Aldehydes;Polymerizable Compounds;Water and Aqueous Solutions
50-02-2,DEXAMETHAZONE,8;30;34;38,"Alcohols and Polyols;Fluorinated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated;Ketones"
50-06-6,PHENOBARBITAL,12,Amides and Imides
50-07-7,MITOMYCIN C,12;14;28;34;38,"Amides and Imides;Amines, Phosphines, and Pyridines;Ethers;Hydrocarbons, Aliphatic Unsaturated;Ketones"
50-14-6,ERGOCALCIFEROL,8;23;34,"Alcohols and Polyols;Conjugated Dienes;Hydrocarbons, Aliphatic Unsaturated"
50-18-0,CYCLOPHOSPHAMIDE,14;27;31,"Amines, Phosphines, and Pyridines;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Halogenated Organic Compounds"
50-21-5,LACTIC ACID,2;8,"Acids, Carboxylic;Alcohols and Polyols"
50-29-3,DDT,16;31,Aryl Halides;Halogenated Organic Compounds
50-30-6,"2,6-DICHLOROBENZOIC ACID",2;16;31,"Acids, Carboxylic;Aryl Halides;Halogenated Organic Compounds"
50-32-8,BENZO[A]PYRENE,35,"Hydrocarbons, Aromatic"
50-33-9,PHENYLBUTAZONE,12;17,"Amides and Imides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds"
50-34-0,PROPANTHELINE BROMIDE,27;28;47;57,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts"
50-35-1,THALIDOMIDE,12,Amides and Imides
50-37-3,D-LYSERGIC ACID DIETHYLAMIDE,12;14;34,"Amides and Imides;Amines, Phosphines, and Pyridines;Hydrocarbons, Aliphatic Unsaturated"
50-55-5,RESERPINE,19;27;28,"Bases, Weak;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
50-70-4,SORBITOL,8,Alcohols and Polyols
50-76-0,ACTINOMYCIN D,12;27,"Amides and Imides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
50-78-2,ACETYLSALICYLIC ACID,2;27,"Acids, Carboxylic;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
50-79-3,"2,5-DICHLOROBENZOIC ACID",2;16;31,"Acids, Carboxylic;Aryl Halides;Halogenated Organic Compounds"
50-81-7,L-ASCORBIC ACID,5;8;27;34,"Acids, Weak;Alcohols and Polyols;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
50-84-0,"2,4-DICHLOROBENZOIC ACID",2;16;31,"Acids, Carboxylic;Aryl Halides;Halogenated Organic Compounds"
50-91-9,5-FLUORODEOXYURIDINE,8;12;14;16;30,"Alcohols and Polyols;Amides and Imides;Amines, Phosphines, and Pyridines;Aryl Halides;Fluorinated Organic Compounds"
50-99-7,DEXTROSE SOLUTION,8;68,Alcohols and Polyols;Water and Aqueous Solutions
500-66-3,OLIVETOL,55,Phenols and Cresols
502-39-6,METHYLMERCURIC DICYANAMIDE,14;45,"Amines, Phosphines, and Pyridines;Nitriles"
502-56-7,DI-N-BUTYL KETONE,38,Ketones
503-09-3,EPIFLUOROHYDRIN,26;31;56,Epoxides;Halogenated Organic Compounds;Polymerizable Compounds
503-74-2,ISOPENTANOIC ACID,2,"Acids, Carboxylic"
504-20-1,PHORONE,34;38,"Hydrocarbons, Aliphatic Unsaturated;Ketones"
504-24-5,"PYRIDINE, 4-AMINO-",14,"Amines, Phosphines, and Pyridines"
504-29-0,2-AMINOPYRIDINE,14,"Amines, Phosphines, and Pyridines"
504-88-1,3-NITROPROPIONIC ACID,2;46,"Acids, Carboxylic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
50471-44-8,VINCLOZOLIN,12;13;16;27;34,"Amides and Imides;Amines, Aromatic;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
506-61-6,POTASSIUM SILVER CYANIDE,24,"Cyanides, Inorganic"
506-64-9,SILVER CYANIDE,24,"Cyanides, Inorganic"
506-68-3,CYANOGEN BROMIDE,24,"Cyanides, Inorganic"
506-78-5,CYANOGEN IODIDE,24,"Cyanides, Inorganic"
506-87-6,AMMONIUM CARBONATE,21;60,"Carbonate Salts;Salts, Acidic"
507-02-8,ACETYL IODIDE,7,"Acyl Halides, Sulfonyl Halides, and Chloroformates"
507-19-7,T-BUTYL BROMIDE,31,Halogenated Organic Compounds
507-40-4,TERT-BUTYL HYPOCHLORITE,50,"Oxidizing Agents, Strong"
507-55-1,"1,3-DICHLORO-1,1,2,2,3-PENTAFLUOROPROPANE",30,Fluorinated Organic Compounds
507-70-0,BORNEOL,8,Alcohols and Polyols
50703-46-3,"CIS-1,4-DICHLORO-2,3-EPOXYBUTANE",26;31;56,Epoxides;Halogenated Organic Compounds;Polymerizable Compounds
5076-20-0,"2,3-EPOXY-2,3-DIMETHYLBUTANE",26;56,Epoxides;Polymerizable Compounds
50782-69-9,"PHOSPHONOTHIOIC ACID, METHYL-, S-(2-(BIS(1-METHYLETHYL)AMINO)ETHYL) O-ETHYL ESTER",14;66,"Amines, Phosphines, and Pyridines;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
50815-00-4,"JET FUELS, [JP-4]",33,"Hydrocarbons, Aliphatic Saturated"
51-03-6,PIPERONYL BUTOXIDE,1;28,"Acetals, Ketals, Hemiacetals, and Hemiketals;Ethers"
51-17-2,BENZIMIDAZOLE,14,"Amines, Phosphines, and Pyridines"
51-18-3,TRIETHYLENEMELAMINE,14;56,"Amines, Phosphines, and Pyridines;Polymerizable Compounds"
51-20-7,5-BROMOURACIL,12;31;34,"Amides and Imides;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
51-21-8,FLUOROURACIL,12;30;34,"Amides and Imides;Fluorinated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
51-28-5,"2,4-DINITROPHENOL",46;55,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenols and Cresols"
51-30-9,ISOPROTERENOL HYDROCHLORIDE,8;55;60,"Alcohols and Polyols;Phenols and Cresols;Salts, Acidic"
51-43-4,EPINEPHRINE,14;55,"Amines, Phosphines, and Pyridines;Phenols and Cresols"
51-52-5,6-N-PROPYL-2-THIOURACIL,12;34,"Amides and Imides;Hydrocarbons, Aliphatic Unsaturated"
51-65-0,"4-FLUORO-D,L-PHENYLALANINE",30;60,"Fluorinated Organic Compounds;Salts, Acidic"
51-79-6,URETHANE,20,Carbamates
51-80-9,TETRAMETHYLMETHYLENEDIAMINE,14,"Amines, Phosphines, and Pyridines"
51-83-2,CARBACHOL CHLORIDE,20;47;57,Carbamates;Non-Redox-Active Inorganic Compounds;Quaternary Ammonium and Phosphonium Salts
510-15-6,CHLOROBENZILATE,8;16;27,"Alcohols and Polyols;Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
51000-52-3,VINYL NEODECANOATE,27;34;56,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated;Polymerizable Compounds"
51023-22-4,TRICHLOROBUTENE,31;34,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
51218-45-2,METOLACHLOR,12;13;31,"Amides and Imides;Amines, Aromatic;Halogenated Organic Compounds"
51235-04-2,HEXAZINONE,12;14,"Amides and Imides;Amines, Phosphines, and Pyridines"
5124-30-1,"1,1-METHYLENE BIS(4-ISOCYANATOCYCLOHEXANE)",37,Isocyanates and Isothiocyanates
513-37-1,DIMETHYLVINYL CHLORIDE,31;34,"Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
513-38-2,IODOMETHYLPROPANE,31,Halogenated Organic Compounds
513-42-8,METHALLYL ALCOHOL,8;34,"Alcohols and Polyols;Hydrocarbons, Aliphatic Unsaturated"
513-48-4,2-IODOBUTANE,31,Halogenated Organic Compounds
513-77-9,BARIUM CARBONATE,21,Carbonate Salts
513-86-0,ACETYL METHYL CARBINOL,8;38,Alcohols and Polyols;Ketones
5131-58-8,"4-NITRO-1,3-BENZENEDIAMINE",13;46,"Amines, Aromatic;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
5131-60-2,4-CHLORO-M-PHENYLENEDIAMINE,13;16,"Amines, Aromatic;Aryl Halides"
51317-24-9,LEAD MONONITRORESORCINATE,46;54,"Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic;Phenolic Salts"
51338-27-3,DICLOFOP METHYL,16;27;28,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers"
514-10-3,ABIETIC ACID,2;23,"Acids, Carboxylic;Conjugated Dienes"
514-73-8,DITHIAZANINE IODIDE,14;19;23;35;57;64,"Amines, Phosphines, and Pyridines;Bases, Weak;Conjugated Dienes;Hydrocarbons, Aromatic;Quaternary Ammonium and Phosphonium Salts;Sulfides, Organic"
5144-89-8,O-PHENANTHROLINE MONOHYDRATE,14;35,"Amines, Phosphines, and Pyridines;Hydrocarbons, Aromatic"
51481-61-9,CIMETIDINE,14;45;64,"Amines, Phosphines, and Pyridines;Nitriles;Sulfides, Organic"
516-03-0,FERROUS OXALATE,59;61,"Reducing Agents, Weak;Salts, Basic"
5160-02-1,D&amp;C RED 9,16;17;55;61,"Aryl Halides;Azo, Diazo, Azido, Hydrazine, and Azide Compounds;Phenols and Cresols;Salts, Basic"
51630-58-1,FENVALERATE,16;27;45,"Aryl Halides;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Nitriles"
517-28-2,HEMATOXYLIN,5;55,"Acids, Weak;Phenols and Cresols"
51774-11-9,ISO HEPTYL ALCOHOL,8,Alcohols and Polyols
518-47-8,"FLUORESCEIN, DISODIUM SALT",28;54;61,"Ethers;Phenolic Salts;Salts, Basic"
518-82-1,EMODIN,38;55,Ketones;Phenols and Cresols
51845-86-4,ETHYL BORATE,27,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters"
52-24-4,TRIS(AZIRIDINYL)PHOSPHINE SULFIDE,53;56;64,"Peroxides, Organic;Polymerizable Compounds;Sulfides, Organic"
52-28-8,CODEINE PHOSPHATE,8;34;60,"Alcohols and Polyols;Hydrocarbons, Aliphatic Unsaturated;Salts, Acidic"
52-51-7,"2-BROMO-2-NITROPROPANE-1,3-DIOL",8;31;46,"Alcohols and Polyols;Halogenated Organic Compounds;Nitro, Nitroso, Nitrate, and Nitrite Compounds, Organic"
52-68-6,TRICHLORFON,8;31;66,"Alcohols and Polyols;Halogenated Organic Compounds;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
52-85-7,FAMPHUR,5;27;66,"Acids, Weak;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Sulfonates, Phosphonates, and Thiophosphonates, Organic"
521-31-3,O-AMINOPHTHALYL HYDRAZIDE,12;13;17,"Amides and Imides;Amines, Aromatic;Azo, Diazo, Azido, Hydrazine, and Azide Compounds"
521-35-7,CANNABINOL,8;35,"Alcohols and Polyols;Hydrocarbons, Aromatic"
52125-53-8,PROPYLENE GLYCOL ETHYL ETHER,8;28,Alcohols and Polyols;Ethers
5216-25-1,"ALPHA, ALPHA, ALPHA, PARA-TETRACHLOROTOLUENE",16;31,Aryl Halides;Halogenated Organic Compounds
522-40-7,DIETHYLSTILBESTROL DIPHOSPHATE,5;27;34,"Acids, Weak;Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Hydrocarbons, Aliphatic Unsaturated"
52253-69-7,2-AMINO-4-PHENYLTHIAZOLE HYDROBROMIDE MONOHYDRATE,14;60;64,"Amines, Phosphines, and Pyridines;Salts, Acidic;Sulfides, Organic"
523-47-7,BETA-CADINENE,34,"Hydrocarbons, Aliphatic Unsaturated"
523-87-5,DIMENHYDRINATE,12;14;31,"Amides and Imides;Amines, Phosphines, and Pyridines;Halogenated Organic Compounds"
52326-66-6,DISTEARYL PEROXYDICARBONATE,53,"Peroxides, Organic"
5234-68-4,CARBOXIN,12;28;34;64,"Amides and Imides;Ethers;Hydrocarbons, Aliphatic Unsaturated;Sulfides, Organic"
52345-74-1,SODIUM TETRATHIOCARBONATE,61;64,"Salts, Basic;Sulfides, Organic"
524-42-5,"1,2-NAPHTHOQUINONE",38,Ketones
52417-22-8,9-AMINOACRIDINE HYDROCHLORIDE MONOHYDRATE,60,"Salts, Acidic"
52503-64-7,COPPER SUBACETATE,61,"Salts, Basic"
526-75-0,"2,3-DIMETHYLPHENOL",55,Phenols and Cresols
52645-53-1,PERMETHRIN,27;28;31;34,"Esters, Sulfate Esters, Phosphate Esters, Thiophosphate Esters, and Borate Esters;Ethers;Halogenated Organic Compounds;Hydrocarbons, Aliphatic Unsaturated"
527-62-8,"2-AMINO-4,6-DICHLOROPHENOL",13;16;55,"Amines, Aromatic;Aryl Halides;Phenols and Cresols"
527-85-5,2-METHYLBENZAMIDE,12,Amides and Imides
52740-16-6,"CALCIUM ARSENITE, SOLID",61,"Salts, Basic"
